Meal Period,Category,Item Name,Portion,Description,Calories,Ingredients,Nutrients,Filters
Every Day,Donut,Chocolate Heart,1 Donut,Chocolate Heart,400,N/A,"Calories: 400.0 , Fat Calories: 180.0 , Total Fat: 21.0 , Saturated Fat: 9.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 280.0 , Potassium: None , Total Carbohydrates: 50.0 , Dietary Fiber: 1.0 , Sugars: 29.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Chocolate Iced Bismark,1 Bismark,Chocolate Iced Bismark,390,N/A,"Calories: 390.0 , Fat Calories: 170.0 , Total Fat: 19.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 360.0 , Potassium: None , Total Carbohydrates: 52.0 , Dietary Fiber: 2.0 , Sugars: 21.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Chocolate Kreme Filled,1 Donut,Chocolate Kreme Filled,370,N/A,"Calories: 370.0 , Fat Calories: 190.0 , Total Fat: 21.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 370.0 , Potassium: None , Total Carbohydrates: 42.0 , Dietary Fiber: 1.0 , Sugars: 21.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.44 ",
Every Day,Donut,Cinnamon Cake,1 Donut,Cinnamon Cake,340,N/A,"Calories: 340.0 , Fat Calories: 200.0 , Total Fat: 22.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 25.0 , Sodium: 300.0 , Potassium: None , Total Carbohydrates: 38.0 , Dietary Fiber: 1.0 , Sugars: 13.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.44 ",
Every Day,Donut,Cinnamon Cake Stick,1 Stick,Cinnamon Cake Stick,350,N/A,"Calories: 350.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 420.0 , Potassium: None , Total Carbohydrates: 44.0 , Dietary Fiber: 2.0 , Sugars: 19.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 40.0 , Iron: 1.8 ",
Every Day,Donut,Cocoa Boston Kreme,1 Donut,Cocoa Boston Kreme,280,N/A,"Calories: 280.0 , Fat Calories: 110.0 , Total Fat: 13.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 270.0 , Potassium: None , Total Carbohydrates: 39.0 , Dietary Fiber: 2.0 , Sugars: 16.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 2.7 ",
Every Day,Donut,Cocoa Butternut,1 Donut,Cocoa Butternut,260,N/A,"Calories: 260.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 2.0 , Sugars: 17.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Cocoa Coconut,1 Donut,Cocoa Coconut,260,N/A,"Calories: 260.0 , Fat Calories: 110.0 , Total Fat: 13.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 33.0 , Dietary Fiber: 2.0 , Sugars: 13.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 2.7 ",
Every Day,Donut,Cocoa Coffee Roll,1 Coffee Roll,Cocoa Coffee Roll,310,N/A,"Calories: 310.0 , Fat Calories: 130.0 , Total Fat: 14.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 300.0 , Potassium: None , Total Carbohydrates: 44.0 , Dietary Fiber: 3.0 , Sugars: 16.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Cocoa Confetti,1 Donut,Cocoa Confetti,270,N/A,"Calories: 270.0 , Fat Calories: 110.0 , Total Fat: 12.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 35.0 , Dietary Fiber: 2.0 , Sugars: 15.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Cocoa Glazed,1 Donut,Cocoa Glazed,240,N/A,"Calories: 240.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 240.0 , Potassium: None , Total Carbohydrates: 32.0 , Dietary Fiber: 2.0 , Sugars: 12.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Cocoa Jelly,1 Donut,Cocoa Jelly,300,N/A,"Calories: 300.0 , Fat Calories: 110.0 , Total Fat: 12.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 45.0 , Dietary Fiber: 2.0 , Sugars: 15.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 2.7 ",
Every Day,Donut,Cocoa Kreme Puff,1 Donut,Cocoa Kreme Puff,300,N/A,"Calories: 300.0 , Fat Calories: 150.0 , Total Fat: 16.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 34.0 , Dietary Fiber: 2.0 , Sugars: 16.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Coffee Roll,1 Coffee Roll,Coffee Roll,400,N/A,"Calories: 400.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 400.0 , Potassium: None , Total Carbohydrates: 53.0 , Dietary Fiber: 3.0 , Sugars: 19.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 40.0 , Iron: 1.8 ",
Every Day,Donut,Cupids Choice,1 Donut,Cupids Choice,310,N/A,"Calories: 310.0 , Fat Calories: 130.0 , Total Fat: 14.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 270.0 , Potassium: None , Total Carbohydrates: 43.0 , Dietary Fiber: 1.0 , Sugars: 19.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.44 ",
Every Day,Donut,Double Chocolate Cake,1 Donut,Double Chocolate Cake,380,N/A,"Calories: 380.0 , Fat Calories: 230.0 , Total Fat: 25.0 , Saturated Fat: 11.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 410.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 2.0 , Sugars: 17.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Double Cocoa Coffee Roll,1 Coffee Roll,Double Cocoa Coffee Roll,320,N/A,"Calories: 320.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 320.0 , Potassium: None , Total Carbohydrates: 44.0 , Dietary Fiber: 3.0 , Sugars: 16.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Double Cocoa Kreme,1 Donut,Double Cocoa Kreme,300,N/A,"Calories: 300.0 , Fat Calories: 140.0 , Total Fat: 16.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 2.0 , Sugars: 14.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 2.7 ",
Every Day,Donut,Double Cocoa Kreme Puff,1 Donut,Double Cocoa Kreme Puff,290,N/A,"Calories: 290.0 , Fat Calories: 140.0 , Total Fat: 16.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 34.0 , Dietary Fiber: 2.0 , Sugars: 13.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 2.7 ",
Every Day,Donut,Dulce de Chocolate,1 Donut,Dulce de Chocolate,350,N/A,"Calories: 350.0 , Fat Calories: 150.0 , Total Fat: 17.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 5.0 , Sodium: 360.0 , Potassium: None , Total Carbohydrates: 45.0 , Dietary Fiber: 1.0 , Sugars: 21.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 40.0 , Iron: 1.44 ",
Every Day,Donut,Dulce de Leche,1 Donut,Dulce de Leche,290,N/A,"Calories: 290.0 , Fat Calories: 140.0 , Total Fat: 16.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 340.0 , Potassium: None , Total Carbohydrates: 31.0 , Dietary Fiber: 1.0 , Sugars: 10.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 40.0 , Iron: 1.08 ",
Every Day,Donut,Eclair,1 Eclair,Eclair,390,N/A,"Calories: 390.0 , Fat Calories: 170.0 , Total Fat: 19.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 360.0 , Potassium: None , Total Carbohydrates: 52.0 , Dietary Fiber: 2.0 , Sugars: 21.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,French Cruller,1 Donut,French Cruller,250,N/A,"Calories: 250.0 , Fat Calories: 180.0 , Total Fat: 20.0 , Saturated Fat: 9.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 105.0 , Potassium: None , Total Carbohydrates: 18.0 , Dietary Fiber: 0.0 , Sugars: 1.0 , Protein: 2.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Donut,Glazed Cake,1 Donut,Glazed Cake,360,N/A,"Calories: 360.0 , Fat Calories: 200.0 , Total Fat: 22.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 25.0 , Sodium: 300.0 , Potassium: None , Total Carbohydrates: 44.0 , Dietary Fiber: 1.0 , Sugars: 19.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.08 ",
Every Day,Donut,Glazed Cake Stick,1 Stick,Glazed Cake Stick,370,N/A,"Calories: 370.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 420.0 , Potassium: None , Total Carbohydrates: 48.0 , Dietary Fiber: 1.0 , Sugars: 23.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Glazed Chocolate Cake Stick,1 Stick,Glazed Chocolate Cake Stick,390,N/A,"Calories: 390.0 , Fat Calories: 220.0 , Total Fat: 25.0 , Saturated Fat: 11.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 540.0 , Potassium: None , Total Carbohydrates: 40.0 , Dietary Fiber: 2.0 , Sugars: 17.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Glazed Cocoa Jelly,1 Donut,Glazed Cocoa Jelly,290,N/A,"Calories: 290.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 44.0 , Dietary Fiber: 2.0 , Sugars: 14.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Glazed Donut,1 Donut,Glazed Donut,260,N/A,"Calories: 260.0 , Fat Calories: 130.0 , Total Fat: 14.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 330.0 , Potassium: None , Total Carbohydrates: 31.0 , Dietary Fiber: 1.0 , Sugars: 12.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Guayaba Burst,1 Donut,Guayaba Burst,300,N/A,"Calories: 300.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 330.0 , Potassium: None , Total Carbohydrates: 38.0 , Dietary Fiber: 1.0 , Sugars: 15.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Jelly Filled,1 Donut,Jelly Filled,290,N/A,"Calories: 290.0 , Fat Calories: 130.0 , Total Fat: 14.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 340.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 1.0 , Sugars: 6.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Jelly Stick,1 Stick,Jelly Stick,420,N/A,"Calories: 420.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 440.0 , Potassium: None , Total Carbohydrates: 60.0 , Dietary Fiber: 1.0 , Sugars: 20.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Lemon Filled,1 Donut,Lemon Filled,270,N/A,"Calories: 270.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 350.0 , Potassium: None , Total Carbohydrates: 31.0 , Dietary Fiber: 1.0 , Sugars: 9.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Lemon Meringue Pie,1 Donut,Lemon Meringue Pie,320,N/A,"Calories: 320.0 , Fat Calories: 140.0 , Total Fat: 16.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 360.0 , Potassium: None , Total Carbohydrates: 42.0 , Dietary Fiber: 1.0 , Sugars: 19.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Maple Frosted Cocoa,1 Donut,Maple Frosted Cocoa,250,N/A,"Calories: 250.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 33.0 , Dietary Fiber: 2.0 , Sugars: 14.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Maple Frosted Coffee Roll,1 Coffee Roll,Maple Frosted Coffee Roll,410,N/A,"Calories: 410.0 , Fat Calories: 170.0 , Total Fat: 19.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 410.0 , Potassium: None , Total Carbohydrates: 54.0 , Dietary Fiber: 3.0 , Sugars: 20.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 40.0 , Iron: 1.8 ",
Every Day,Donut,Maple Frosted,1 Donut,Maple Frosted,270,N/A,"Calories: 270.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 340.0 , Potassium: None , Total Carbohydrates: 32.0 , Dietary Fiber: 1.0 , Sugars: 14.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Marble Frosted Cocoa,1 Donut,Marble Frosted Cocoa,260,N/A,"Calories: 260.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 2.0 , Sugars: 17.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Marble Frosted,1 Donut,Marble Frosted,270,N/A,"Calories: 270.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 340.0 , Potassium: None , Total Carbohydrates: 32.0 , Dietary Fiber: 1.0 , Sugars: 13.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.44 ",
Every Day,Donut,Old Fashioned Cake,1 Donut,Old Fashioned Cake,320,N/A,"Calories: 320.0 , Fat Calories: 200.0 , Total Fat: 22.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 25.0 , Sodium: 300.0 , Potassium: None , Total Carbohydrates: 33.0 , Dietary Fiber: 1.0 , Sugars: 9.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 1.08 ",
Every Day,Donut,Pina Boom,1 Donut,Pina Boom,270,N/A,"Calories: 270.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 350.0 , Potassium: None , Total Carbohydrates: 32.0 , Dietary Fiber: 1.0 , Sugars: 12.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 6.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Pina Colada,1 Donut,Pina Colada,330,N/A,"Calories: 330.0 , Fat Calories: 150.0 , Total Fat: 17.0 , Saturated Fat: 9.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 380.0 , Potassium: None , Total Carbohydrates: 42.0 , Dietary Fiber: 1.0 , Sugars: 20.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 6.0 , Calcium: 0.0 , Iron: 1.44 ",
Every Day,Donut,Plain Cake Stick,1 Stick,Plain Cake Stick,330,N/A,"Calories: 330.0 , Fat Calories: 160.0 , Total Fat: 19.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 420.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 1.0 , Sugars: 12.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Powdered Cake,1 Donut,Powdered Cake,340,N/A,"Calories: 340.0 , Fat Calories: 200.0 , Total Fat: 22.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 25.0 , Sodium: 300.0 , Potassium: None , Total Carbohydrates: 38.0 , Dietary Fiber: 1.0 , Sugars: 13.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.08 ",
Every Day,Donut,Powdered Cake Stick,1 Stick,Powdered Cake Stick,360,N/A,"Calories: 360.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 420.0 , Potassium: None , Total Carbohydrates: 43.0 , Dietary Fiber: 2.0 , Sugars: 18.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Powdered Cocoa,1 Donut,Powdered Cocoa,220,N/A,"Calories: 220.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 240.0 , Potassium: None , Total Carbohydrates: 25.0 , Dietary Fiber: 2.0 , Sugars: 6.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Reverse Boston Kreme,1 Donut,Reverse Boston Kreme,290,N/A,"Calories: 290.0 , Fat Calories: 110.0 , Total Fat: 12.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 42.0 , Dietary Fiber: 2.0 , Sugars: 20.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 1.8 ",
Every Day,Donut,Strawberry Frosted Cocoa,1 Donut,Strawberry Frosted Cocoa,250,N/A,"Calories: 250.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 33.0 , Dietary Fiber: 2.0 , Sugars: 14.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Strawberry Frosted,1 Donut,Strawberry Frosted,280,N/A,"Calories: 280.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 340.0 , Potassium: None , Total Carbohydrates: 32.0 , Dietary Fiber: 1.0 , Sugars: 14.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Strawberry Shortcake,1 Donut,Strawberry Shortcake,330,N/A,"Calories: 330.0 , Fat Calories: 130.0 , Total Fat: 15.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 360.0 , Potassium: None , Total Carbohydrates: 47.0 , Dietary Fiber: 1.0 , Sugars: 23.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 1.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Sugar Raised,1 Donut,Sugar Raised,230,N/A,"Calories: 230.0 , Fat Calories: 130.0 , Total Fat: 14.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 330.0 , Potassium: None , Total Carbohydrates: 22.0 , Dietary Fiber: 1.0 , Sugars: 4.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
Every Day,Donut,Sugared Cocoa,1 Donut,Sugared Cocoa,200,N/A,"Calories: 200.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 240.0 , Potassium: None , Total Carbohydrates: 23.0 , Dietary Fiber: 2.0 , Sugars: 4.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Triple Cocoa,1 Donut,Triple Cocoa,260,N/A,"Calories: 260.0 , Fat Calories: 110.0 , Total Fat: 12.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 35.0 , Dietary Fiber: 2.0 , Sugars: 14.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 20.0 , Iron: 2.7 ",
Every Day,Donut,Vanilla Cocoa Kreme,1 Donut,Vanilla Cocoa Kreme,310,N/A,"Calories: 310.0 , Fat Calories: 150.0 , Total Fat: 17.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 260.0 , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 2.0 , Sugars: 17.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Vanilla Frosted Cocoa,1 Donut,Vanilla Frosted Cocoa,250,N/A,"Calories: 250.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 33.0 , Dietary Fiber: 2.0 , Sugars: 14.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.8 ",
Every Day,Donut,Vanilla Frosted Coffee Roll,1 Coffee Roll,Vanilla Frosted Coffee Roll,410,N/A,"Calories: 410.0 , Fat Calories: 170.0 , Total Fat: 19.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 410.0 , Potassium: None , Total Carbohydrates: 54.0 , Dietary Fiber: 3.0 , Sugars: 20.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 40.0 , Iron: 1.8 ",
Every Day,Donut,Vanilla Kreme Filled,1 Donut,Vanilla Kreme Filled,380,N/A,"Calories: 380.0 , Fat Calories: 210.0 , Total Fat: 23.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 370.0 , Potassium: None , Total Carbohydrates: 42.0 , Dietary Fiber: 1.0 , Sugars: 22.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 1.08 ",
